"store_id","month","report_flag","net_sales_k","ln_sales","ai_share","web_visits_k","competitor_price","ad_spend_k","stockout_rate"
"ST002",2022-10-01,1,242.3,5.4902,0,25.58,102.71,5.15,6.14
"ST002",2022-11-01,1,237.61,5.4706,0,22.81,100.08,4.91,5.5
"ST002",2022-12-01,1,254.51,5.5393,0,25.49,102.7,3.87,5.95
"ST002",2023-01-01,1,267.31,5.5884,0,21.77,101.89,4.99,6.99
"ST002",2023-02-01,1,249.13,5.518,0,27.01,102.54,3.2,7.48
"ST002",2023-03-01,1,238.62,5.4749,0,25.57,102.14,4.21,8.31
"ST002",2023-04-01,1,256.45,5.5469,0,23.6,102.91,4.41,5.79
"ST002",2023-05-01,1,263.32,5.5734,0,28.5,102.57,4.01,4.67
"ST002",2023-06-01,1,264.66,5.5784,0,24.46,102.31,5.12,2.95
"ST002",2023-07-01,1,249.91,5.5211,0,25.55,103.66,4.13,4.67
"ST002",2023-08-01,1,241.37,5.4863,0,26.2,101.81,5.04,5.09
"ST002",2023-09-01,1,247.58,5.5117,0,27.48,105.63,3.84,4.07
"ST002",2023-10-01,1,264.32,5.5772,0,29.63,103.21,4.4,4.76
"ST002",2023-11-01,1,260.01,5.5607,0,26.77,103.8,3.84,7.42
"ST002",2023-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST002",2024-01-01,1,279.67,5.6336,0,28.92,103.92,4.64,6.92
"ST002",2024-02-01,1,287.68,5.6619,0,29.96,106.13,3.9,5.93
"ST002",2024-03-01,1,280.04,5.635,0,31.35,105.89,4.51,7.28
"ST002",2024-04-01,1,275.58,5.6189,0,31.35,105.2,4.6,5.11
"ST002",2024-05-01,1,270.2,5.5992,0,32,103.29,5.23,5.29
"ST002",2024-06-01,1,275.51,5.6186,0,30.53,105.11,4.57,4.56
"ST002",2024-07-01,1,259.85,5.5601,0,31.72,105.72,3.33,5.59
"ST002",2024-08-01,1,272.43,5.6074,0,31.06,104.13,3.85,2.75
"ST002",2024-09-01,1,259.32,5.5581,0,31.4,104.36,4.43,5.47
"ST002",2024-10-01,1,275.53,5.6187,0,29.68,104.57,4.1,4.84
"ST002",2024-11-01,1,262.71,5.5711,0,33.47,105.34,3.98,7.65
"ST002",2024-12-01,1,283.16,5.646,0,34.04,105.76,4.07,7.42
"ST003",2022-05-01,1,224.48,5.4138,0,25.37,99.38,6.1,4.96
"ST003",2022-06-01,1,230.97,5.4423,0,25.61,100.84,7.26,5.06
"ST003",2022-07-01,1,232.52,5.449,0,23.03,100.72,6.83,3.86
"ST003",2022-08-01,1,227.56,5.4274,0,27.55,99.7,5.69,4.3
"ST003",2022-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2022-10-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2022-11-01,1,227.37,5.4266,0,26.38,103.25,5.79,7.63
"ST003",2022-12-01,1,242.36,5.4904,0,26.74,100.94,5.9,7
"ST003",2023-01-01,1,246.64,5.5079,0,29.62,101.8,6.18,5.28
"ST003",2023-02-01,1,264.85,5.5792,20.85,25.87,104.02,6.87,4.17
"ST003",2023-03-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2023-04-01,1,261.42,5.5661,16.68,30.49,100.53,6.37,5.73
"ST003",2023-05-01,1,253.78,5.5365,31.62,28.28,101.44,5.11,4.49
"ST003",2023-06-01,1,261.87,5.5679,27.54,27.87,100.6,7.08,5.15
"ST003",2023-07-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2023-08-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2023-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2023-10-01,1,256.95,5.5489,42.57,30.59,100.45,5.65,6.02
"ST003",2023-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2023-12-01,1,282.03,5.642,58.03,28.16,102.71,6.5,7.5
"ST003",2024-01-01,1,298.38,5.6984,63.97,29.66,102.87,7.21,6.56
"ST003",2024-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2024-03-01,1,327,5.79,75.41,34.56,102.68,6.38,5.66
"ST003",2024-04-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2024-05-01,1,336.52,5.8186,80.14,33.4,100.9,8.06,5.19
"ST003",2024-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2024-07-01,1,316.43,5.7571,82.66,33.53,102.21,6.97,6.24
"ST003",2024-08-01,1,316.89,5.7585,86.43,33.58,104.67,5.81,6.02
"ST003",2024-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST003",2024-10-01,1,325.68,5.7859,90.55,37.6,102.67,6.18,4.7
"ST004",2022-05-01,1,228.81,5.4329,0,25.02,101.12,5.01,6.05
"ST004",2022-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST004",2022-07-01,1,231.29,5.4437,0,24.46,102.27,3.16,4.17
"ST004",2022-08-01,1,240.45,5.4825,0,22.81,100.15,4.58,3.75
"ST004",2022-09-01,1,251.09,5.5258,0,23.25,101.43,4.8,3.37
"ST004",2022-10-01,1,238.45,5.4742,0,21.41,99.76,3.74,2.79
"ST004",2022-11-01,1,239.74,5.4795,0,23.58,103.64,4.33,4.86
"ST004",2022-12-01,1,249.85,5.5209,0,25.04,105.64,5.4,5.18
"ST004",2023-01-01,1,244,5.4972,0,22.35,103.1,5.64,6.32
"ST004",2023-02-01,1,247.93,5.5132,0,22.21,103.67,4.43,6.75
"ST004",2023-03-01,1,248.3,5.5147,0,22.81,102.94,4.34,7.49
"ST004",2023-04-01,1,252.48,5.5313,0,24.71,102.23,3.52,4.73
"ST004",2023-05-01,1,260.78,5.5637,0,26.28,100.54,3.96,3.85
"ST004",2023-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST004",2023-07-01,1,241.77,5.488,0,26.33,102.94,4.19,4.2
"ST004",2023-08-01,1,253.52,5.5354,0,26.73,100.81,5.66,2.75
"ST004",2023-09-01,1,250.33,5.5228,0,27.58,104.06,4.4,6.05
"ST004",2023-10-01,1,258.17,5.5536,0,30.09,102.95,3.52,5.54
"ST004",2023-11-01,1,250.73,5.5244,0,27.41,103.57,3.17,3.98
"ST004",2023-12-01,1,278.65,5.6299,0,31.94,102.97,5.6,4.94
"ST004",2024-01-01,1,257.5,5.551,0,27.68,105.38,4.75,6.2
"ST004",2024-02-01,1,251.56,5.5277,0,30.71,103.32,4.49,7.35
"ST004",2024-03-01,1,241.23,5.4857,0,28.9,100.64,4.92,6.78
"ST004",2024-04-01,1,261.32,5.5657,0,30.91,103.7,5.84,7.38
"ST004",2024-05-01,1,261.18,5.5652,0,30.3,103.85,4.66,6.12
"ST004",2024-06-01,1,265.16,5.5803,0,30.15,103.15,4.82,3.37
"ST004",2024-07-01,1,256.38,5.5467,0,29.72,102.14,3.49,2.67
"ST004",2024-08-01,1,250.28,5.5226,0,28.19,102.79,4.12,3.17
"ST004",2024-09-01,1,243.62,5.4956,0,29.74,101.33,4.09,5.45
"ST004",2024-10-01,1,271.58,5.6043,0,31.1,105.43,4.65,4.08
"ST004",2024-11-01,1,271.06,5.6023,0,34.78,103.77,4.42,6.2
"ST004",2024-12-01,1,256.46,5.547,0,32.88,105.2,4.02,7.97
"ST005",2022-05-01,1,188,5.2365,0,22.68,101.54,5.87,5.31
"ST005",2022-06-01,1,174.85,5.1639,0,19.11,99.46,4.35,4.77
"ST005",2022-07-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2022-08-01,1,182.6,5.2073,0,19.59,99.49,5.85,3.12
"ST005",2022-09-01,1,180.48,5.1956,0,23.32,100.28,5.44,3.44
"ST005",2022-10-01,1,173.66,5.1571,0,22.02,99.31,5.23,4.43
"ST005",2022-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2022-12-01,1,178.49,5.1845,6.27,22.32,101.69,4.99,6.46
"ST005",2023-01-01,1,194.36,5.2697,11.23,28.15,102.04,6.27,3.9
"ST005",2023-02-01,1,192.49,5.2601,11.04,25.17,101.6,5.81,4.38
"ST005",2023-03-01,1,191.07,5.2526,10.9,24.07,102.87,6.96,6.98
"ST005",2023-04-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-05-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-06-01,1,179.26,5.1889,17.27,21.76,101.49,4.89,7.01
"ST005",2023-07-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-08-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-10-01,1,209.76,5.346,37.31,29.6,104.71,5.42,6.25
"ST005",2023-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2023-12-01,1,220.54,5.3961,44.22,26.82,102.75,5.18,4.93
"ST005",2024-01-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2024-02-01,1,231.04,5.4426,46.67,31.06,103.12,4.41,7.48
"ST005",2024-03-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2024-04-01,1,219.86,5.393,62.56,30.3,100.62,4.74,6.06
"ST005",2024-05-01,0,NA,NA,NA,NA,NA,NA,NA
"ST005",2024-06-01,1,224.85,5.4154,74.83,30.52,103.01,5.28,5.98
"ST005",2024-07-01,1,223.65,5.4101,73.48,26.28,100.64,4.8,4.21
"ST005",2024-08-01,1,215.99,5.3752,75.64,26.4,102.12,6.49,7.5
"ST005",2024-09-01,1,221.23,5.3992,77.79,30.65,102.28,6.01,7.71
"ST005",2024-10-01,1,230.26,5.4392,82.9,30.66,104.5,5.69,6.22
"ST005",2024-11-01,1,223.31,5.4086,84.92,29.08,104.02,5.7,6.6
"ST005",2024-12-01,1,236,5.4638,89.86,32.64,101.68,6.39,6.21
"ST006",2022-04-01,1,191.13,5.253,0,28.86,100.52,6.84,5.76
"ST006",2022-05-01,1,188.85,5.241,0,27.75,98.81,7.46,5.92
"ST006",2022-06-01,1,189.67,5.2453,0,30.84,99.63,8.73,6.76
"ST006",2022-07-01,1,188.5,5.2391,0,30.04,99.68,7.27,5.51
"ST006",2022-08-01,1,194.53,5.2706,0,29.62,100.72,7.05,6.5
"ST006",2022-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST006",2022-10-01,1,182.64,5.2075,0,26.49,99.47,5.97,4.94
"ST006",2022-11-01,1,192.48,5.26,0,32.12,99.8,8.49,7.29
"ST006",2022-12-01,1,182.37,5.206,0,28.6,102.36,7.28,8.84
"ST006",2023-01-01,1,186.73,5.2297,0,30.27,102.04,6.89,7.02
"ST006",2023-02-01,1,195.71,5.2767,0,32.96,102.8,6.99,6.34
"ST006",2023-03-01,1,192.57,5.2604,0,26.44,97.76,6.7,6.39
"ST006",2023-04-01,1,205.61,5.326,0,32.64,101.27,7.32,5.79
"ST006",2023-05-01,1,213.41,5.3632,0,34.14,98.9,7.75,4.92
"ST006",2023-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST006",2023-07-01,1,206.67,5.3311,27.52,33.53,101.67,8.11,6.31
"ST006",2023-08-01,1,220.88,5.3976,32.88,33.17,100.54,7.68,3.94
"ST006",2023-09-01,1,226.96,5.4248,34.01,34.3,101.55,7.07,5.06
"ST006",2023-10-01,1,224.8,5.4152,37.18,30.13,102.88,7.27,5.96
"ST006",2023-11-01,1,235.83,5.4631,38.79,29.47,102.06,6.94,7.45
"ST006",2023-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST006",2024-01-01,1,241.96,5.4888,40.95,36.01,103.32,6.28,7.67
"ST006",2024-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST006",2024-03-01,1,234.67,5.4582,49.38,35.47,104.29,6.7,9.77
"ST006",2024-04-01,1,255.01,5.5413,56.57,36.55,102.88,7.77,6.74
"ST006",2024-05-01,1,254.36,5.5388,73.65,34.68,101.97,6.28,3.47
"ST006",2024-06-01,1,268.49,5.5928,72.89,35.71,100.94,6.75,4.47
"ST007",2022-04-01,1,193.08,5.2631,0,19.31,103.68,4.98,7.19
"ST007",2022-05-01,1,200.67,5.3017,0,18.65,100.65,5.3,4.5
"ST007",2022-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2022-07-01,1,180.69,5.1968,0,18.5,99.55,5.14,5.59
"ST007",2022-08-01,1,187.92,5.236,0,20.75,101.53,5.17,5.71
"ST007",2022-09-01,1,190.52,5.2498,0,21.78,101.02,3.54,5.09
"ST007",2022-10-01,1,205.45,5.3252,0,22.97,105.07,4.54,4.29
"ST007",2022-11-01,1,199.48,5.2957,0,25.56,103.19,6.5,8.36
"ST007",2022-12-01,1,206.56,5.3306,0,23.81,105.22,5.7,6.41
"ST007",2023-01-01,1,215.58,5.3733,0,24.73,102.33,5.6,6.54
"ST007",2023-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2023-03-01,1,202.54,5.3109,0,24.76,104.75,4.93,7.43
"ST007",2023-04-01,1,205.26,5.3243,0,25.25,101.78,5.77,5.71
"ST007",2023-05-01,1,196.08,5.2785,0,22.53,103.73,4.54,5.03
"ST007",2023-06-01,1,212.03,5.3567,0,26.05,106.31,4.77,4.89
"ST007",2023-07-01,1,206.95,5.3325,0,26.32,103.49,5.55,4.46
"ST007",2023-08-01,1,189.06,5.242,0,24.28,103.62,5.13,7.49
"ST007",2023-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2023-10-01,1,202.81,5.3123,0,27.24,105.73,4.67,4.91
"ST007",2023-11-01,1,199.66,5.2966,0,24.39,105.02,6.37,7.9
"ST007",2023-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2024-01-01,1,204.1,5.3186,0,28.57,105.7,6,8.26
"ST007",2024-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2024-03-01,1,225.17,5.4168,0,32.68,106.55,5.84,7.22
"ST007",2024-04-01,1,203.38,5.3151,0,27.88,103.23,4.52,7.64
"ST007",2024-05-01,1,197.57,5.2861,0,28.28,104.38,5.33,8.79
"ST007",2024-06-01,1,221.55,5.4006,0,30.23,104.94,5.42,3.63
"ST007",2024-07-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2024-08-01,1,209.49,5.3447,0,31.26,102.22,4.83,5.44
"ST007",2024-09-01,1,213.56,5.3639,0,31.66,106.48,4.11,6.78
"ST007",2024-10-01,1,224.42,5.4135,0,30.71,104.03,5.61,6.3
"ST007",2024-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST007",2024-12-01,1,233.77,5.4543,0,29.53,107.65,5.73,4.51
"ST008",2022-01-01,0,NA,NA,NA,NA,NA,NA,NA
"ST008",2022-02-01,1,317.15,5.7594,0,25.13,101.64,6.24,5.45
"ST008",2022-03-01,1,318.1,5.7624,0,27.83,102.32,6.77,5.81
"ST008",2022-04-01,1,308.81,5.7327,0,25.93,100.56,5.84,5.54
"ST008",2022-05-01,1,329.95,5.799,0,29.42,98.58,6.42,3.54
"ST008",2022-06-01,1,312.19,5.7436,0,28.68,100,6.21,3.85
"ST008",2022-07-01,1,310.91,5.7395,0,29.25,99.52,6.27,4.15
"ST008",2022-08-01,1,327.83,5.7925,0,27.44,99,6.07,4.31
"ST008",2022-09-01,1,322.1,5.7749,0,28.99,99.77,5.71,3.29
"ST008",2022-10-01,1,320.91,5.7712,0,29.7,103.87,6.17,6.47
"ST008",2022-11-01,1,337.36,5.8211,0,28.42,102.5,7.73,4.77
"ST008",2022-12-01,1,341.92,5.8346,0,29.45,101.9,5.97,5.91
"ST008",2023-01-01,1,348.96,5.855,0,32.46,106.07,6.03,6.31
"ST008",2023-02-01,1,361.43,5.8901,16.5,27.85,104.59,7.51,6.44
"ST008",2023-03-01,1,354.13,5.8697,15.23,29.13,99.98,6.12,5.21
"ST008",2023-04-01,1,367.83,5.9076,19.98,33.71,105.04,6.36,5.9
"ST008",2023-05-01,1,350.46,5.8593,21.96,34.29,102.2,4.87,5.83
"ST008",2023-06-01,1,382.78,5.9475,25.72,31.8,101.74,5.69,3.17
"ST008",2023-07-01,1,367.15,5.9058,43.18,29.43,102.25,6.48,2.84
"ST008",2023-08-01,1,367.99,5.9081,34.95,34.21,102.16,4.94,4.73
"ST008",2023-09-01,1,358.54,5.882,41.64,31.72,101.77,5.89,5.27
"ST008",2023-10-01,1,359.28,5.8841,51.94,31.76,102.53,6.26,5.19
"ST008",2023-11-01,1,397.28,5.9846,46.7,34.85,106.06,5.6,3.73
"ST008",2023-12-01,1,413.95,6.0258,54,32.02,103.84,6.14,5.03
"ST008",2024-01-01,1,402.59,5.9979,48.45,33.32,105.11,5.97,8.04
"ST008",2024-02-01,1,416.96,6.033,56.32,35.44,105.52,6.73,6.41
"ST008",2024-03-01,0,NA,NA,NA,NA,NA,NA,NA
"ST008",2024-04-01,1,442.85,6.0932,76.93,36.68,103.42,6.31,2.61
"ST008",2024-05-01,1,433.22,6.0712,75.11,35.16,104.06,6.49,5.93
"ST008",2024-06-01,1,456.96,6.1246,85.59,37.6,103.27,7.24,2.79
"ST008",2024-07-01,1,432.3,6.0691,83.05,35.99,105.5,5.76,6.11
"ST008",2024-08-01,0,NA,NA,NA,NA,NA,NA,NA
"ST008",2024-09-01,1,449.9,6.109,87.81,38.99,105.78,5.46,2.87
"ST008",2024-10-01,0,NA,NA,NA,NA,NA,NA,NA
"ST008",2024-11-01,1,447.99,6.1048,91.99,37.03,105.22,5.8,4.8
"ST008",2024-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2022-02-01,1,231.13,5.443,0,25.7,100.4,7.71,8.61
"ST009",2022-03-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2022-04-01,1,240.35,5.4821,0,32.26,101.36,6.9,5.03
"ST009",2022-05-01,1,217.79,5.3835,0,30.4,98.64,5.79,6.14
"ST009",2022-06-01,1,227.7,5.428,0,33.48,101.16,6.67,5.96
"ST009",2022-07-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2022-08-01,1,228.05,5.4296,0,27.85,99.64,6.6,2.57
"ST009",2022-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2022-10-01,1,231.85,5.4461,0,30.21,100.01,6.32,4.59
"ST009",2022-11-01,1,240.97,5.4847,0,34.31,99.93,5.83,6.61
"ST009",2022-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2023-01-01,1,248.76,5.5165,0,33.15,105.35,6.63,5.96
"ST009",2023-02-01,1,269.73,5.5974,24.24,31.37,101.2,7.79,5.08
"ST009",2023-03-01,1,273.26,5.6104,33.22,33.39,99.88,7.49,5.72
"ST009",2023-04-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2023-05-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2023-06-01,1,245.55,5.5035,46.46,34.66,102.36,7.19,6.68
"ST009",2023-07-01,1,250.31,5.5227,38.81,32.51,99.86,6.22,5.53
"ST009",2023-08-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2023-09-01,1,278.9,5.6309,59.83,32.33,101.95,7.86,4.13
"ST009",2023-10-01,1,285.47,5.6541,62.53,34.77,102.73,7.43,5.23
"ST009",2023-11-01,1,296.49,5.692,69.91,35.32,102.41,6.32,4.16
"ST009",2023-12-01,1,295.51,5.6887,65.47,37.05,104.5,7.15,5.7
"ST009",2024-01-01,1,310.22,5.7373,75.83,41.43,102.39,7.36,5.86
"ST009",2024-02-01,1,319.67,5.7673,76.96,37.28,104.59,7.06,5.43
"ST009",2024-03-01,1,307.62,5.7289,80.18,40.9,101.49,7.61,8.23
"ST009",2024-04-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2024-05-01,1,298.4,5.6984,82.31,40.22,102.26,7.14,6.32
"ST009",2024-06-01,1,313.37,5.7474,86.83,39.47,103.02,8.29,6.37
"ST009",2024-07-01,1,319.8,5.7677,89.07,41.75,103.89,7.36,5.42
"ST009",2024-08-01,1,311.57,5.7416,90.16,38.19,100.27,6.48,5.28
"ST009",2024-09-01,1,354.78,5.8715,92,41.38,102.08,7.1,3.53
"ST009",2024-10-01,0,NA,NA,NA,NA,NA,NA,NA
"ST009",2024-11-01,1,354.19,5.8698,92,41.44,103.56,7.51,4.76
"ST009",2024-12-01,1,372.91,5.9213,92,40.58,105.99,7.14,4.94
"ST010",2022-06-01,1,197.01,5.2833,0,23.52,99.32,6.47,5.44
"ST010",2022-07-01,1,192.99,5.2626,0,21.15,101.05,6.33,5.46
"ST010",2022-08-01,1,196.67,5.2815,0,20.56,100.66,5.56,5.57
"ST010",2022-09-01,1,204.06,5.3184,0,25.05,99.1,6.74,4.83
"ST010",2022-10-01,1,210.71,5.3505,0,24.09,101.37,6.99,5.67
"ST010",2022-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2022-12-01,1,222.92,5.4068,0,26.27,101.62,6.18,5.87
"ST010",2023-01-01,1,212.34,5.3582,0,27.54,102.94,5.14,8.98
"ST010",2023-02-01,1,232.27,5.4479,0,26.58,101.88,5.91,4.43
"ST010",2023-03-01,1,258.13,5.5535,0,31.43,104.46,6.86,6.06
"ST010",2023-04-01,1,221.87,5.4021,0,27.5,101.29,6.17,7.06
"ST010",2023-05-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2023-06-01,1,227.61,5.4276,16.4,28.56,100.77,6.5,4.94
"ST010",2023-07-01,1,214.16,5.3667,17.97,28.11,101.94,6.07,5.01
"ST010",2023-08-01,1,215.72,5.374,21.84,28.07,104.3,5.29,4.67
"ST010",2023-09-01,1,226.37,5.4222,24.74,28.7,102.38,5.97,6.38
"ST010",2023-10-01,1,248.82,5.5167,33.2,29.33,101.99,7.66,5.31
"ST010",2023-11-01,1,261.63,5.5669,36.81,32.53,106.11,6.92,5.51
"ST010",2023-12-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-01-01,1,250.41,5.5231,45.24,30.96,101.37,6,6.75
"ST010",2024-02-01,1,251.2,5.5262,45.94,32.4,100.71,6.37,7.38
"ST010",2024-03-01,1,278.02,5.6277,54.77,31.22,103.54,6.89,3.89
"ST010",2024-04-01,1,275.77,5.6196,59.87,35.37,101.41,6.46,4.84
"ST010",2024-05-01,1,260.51,5.5626,57.77,31.9,102.96,6.71,6.67
"ST010",2024-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-07-01,1,242.01,5.489,66.35,33.86,102.69,6.21,8.56
"ST010",2024-08-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-09-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-10-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST010",2024-12-01,1,288.57,5.6649,83.75,32.89,105.52,6.73,7.63
"ST011",2022-01-01,1,194.01,5.2679,0,23.15,101.82,5.39,6.73
"ST011",2022-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2022-03-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2022-04-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2022-05-01,1,189.59,5.2448,0,18.63,99.2,6.16,5.28
"ST011",2022-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2022-07-01,1,187.77,5.2352,0,26.22,99.15,5.14,3.28
"ST011",2022-08-01,1,182.61,5.2074,0,19.44,99.36,5.02,3.28
"ST011",2022-09-01,1,190.22,5.2482,0,21.86,102.37,5.86,4.31
"ST011",2022-10-01,1,186.62,5.2291,0,23.29,99.26,6.47,4.97
"ST011",2022-11-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2022-12-01,1,203.86,5.3174,0,25.7,101.37,5.83,5.32
"ST011",2023-01-01,1,193.71,5.2663,0,24.4,101.64,6.2,6.88
"ST011",2023-02-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2023-03-01,1,205.03,5.3232,10.41,24.28,103.23,6.63,7.07
"ST011",2023-04-01,1,200.23,5.2994,13.47,26.33,100.46,4.91,5.19
"ST011",2023-05-01,1,205.36,5.3247,16.4,27.8,101.97,5.73,5.87
"ST011",2023-06-01,0,NA,NA,NA,NA,NA,NA,NA
"ST011",2023-07-01,1,202.75,5.312,20.84,27.81,101.31,6.3,4.38
"ST011",2023-08-01,1,209.01,5.3424,26.25,29.53,99.65,5.52,5.73
"ST011",2023-09-01,1,203.97,5.318,29.8,23.78,102.45,4.72,5.13
"ST011",2023-10-01,1,208.23,5.3386,28.06,29.37,100.99,4.97,5.4
"ST011",2023-11-01,1,226.88,5.4244,40.27,24.17,102.16,6.5,4.65
"ST011",2023-12-01,1,222.35,5.4043,36.33,26.91,102.15,5.37,6.39
"ST011",2024-01-01,0,NA,NA,NA,NA,NA,NA,NA
